TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Planet Num,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Sectors,Date TOI Created (UTC),Date TOI Modified (UTC),Comments
220459826,872.01,,2,4,2,2,2,4,4,,PC,,11.8348,0.006,,1,spoc,59:28.4,-55:55:44.62,19.247,0.042,33.917,0.048,2458411.715,.002313.0,2.239596,0.000114,1.289164,0.221951,1.339307,0.12387,1232.786958,1232.786958,2.714413,0.764826,233.754113,997.262675,10.078979,179.254,0.692,4872.54,127.142,4.57824,0.0941085,0.75636,0.0519875,"4,5,6",5/8/19 16:01,8/16/19 12:00,SG1 to check neighbors in aperture
237920046,873.01,,2,4,2,2,3,4,4,,PC,,12.1249,0.007,,1,spoc,46:56.8,-63:20:12.76,241.031,0.048,98.112,0.046,2458326.217,.004157.0,5.931348,0.000423,2.415674,0.850835,1.184976,0.15218,1090.807703,1090.807703,1.802801,1.852446,18.869712,531.57074,7.571829,76.9563,0.1427,3694,157,4.7196,0.00878287,0.5204,0.0154554,"1,2,3,4",5/8/19 16:01,8/22/19 12:01,needs SG1 to check neighbors
232025086,874.01,,1,4,1,1,1,4,4,,PC,,8.7542,0.006,,1,spoc,24:16.6,-46:56:15.43,-11.745,0.038,-5.975,0.041,2458439.502,.005045.0,5.90215,0.001008,3.553679,0.552067,0.244632,0.029295,225.289155,225.289155,2.22726,1.34076,637.329946,1281.477044,8.421226,130.527,0.359,6352,129.434,4.23516,0.0883851,1.41788,0.06,"5,6",5/8/19 16:01,7/31/19 10:32,Either on 232025086 (Tmag 8.6) or neighbor 232025085 (Tmag 11.33; 6 arcsec away); possible secondary
14165625,875.01,,1,4,1,1,2,4,4,,PC,,11.3877,0.006,,1,spoc,12:08.9,-37:42:30.53,21.18,0.037,46.527,0.049,2458442.025,.005781.0,11.020153,0.002316,3.638535,0.756925,1.169888,0.159754,1076.926754,1076.926754,2.343228,2.098464,23.824307,563.475213,7.154832,106.12,0.2475,4317,123.195,4.53334,0.102743,0.7335,0.0631583,"5,6",5/8/19 16:01,8/16/19 12:00,
32497972,876.01,,1,4,1,1,1,4,4,,PC,,11.534,0.007,,1,spoc,36:26.2,-24:14:40,102.724,0.033,-136.427,0.048,2458448.182,.004185.0,38.69629,0.005052,2.446991,0.639792,2.909487,0.33239,2676.148985,2676.148985,3.146888,1.898746,2.135945,308.331042,8.810804,78.1864,0.1803,3882,157,4.64805,0.0110294,0.603739,0.0180584,"5,6",5/8/19 16:01,7/31/19 10:32,Potentially even HZ
255704097,877.01,,3,4,3,3,1,4,4,,PC,,10.6237,0.006,,1,qlp,36:27.6,-50:17:50.64,-7.67,0.09,10.129,0.071,2458470.976,.00208.0,6.01524,0.00035,2.128,0.135,33.199953,2.986741,30115.5,30115.5,14.805,,1104.35,1605,30,452.682,8.5155,7686,139.046,4.28817,0.0773813,1.59435,0.0562261,"6,7,8",4/1/19 16:52,7/31/19 10:32,"check 255704091 and 255704074; This target lies on the blooming spike, and there is some centroid funkyness. It could be that the bright neighbour is an EB; blooming into the aperture of this target."
219380235,878.01,,3,4,3,3,2,4,4,,PC,,10.8239,0.006,,1,qlp,07:02.8,-51:46:01.04,24.993,0.053,25.261,0.064,2458413.16,.01039.0,3.97244,0.00066,3.394,0.268,0.963357,0.001847,886.891,886.891,6.09822,0.40479,443.956,1278,12,334.457,3.86,5518.3,121.068,3.93011,0.0798013,1.76751,0.0945224,"4,5,6",3/21/19 15:42,8/16/19 12:00,noisy
37084932,879.01,,3,4,3,3,1,4,4,,PC,,9.5254,0.017,,1,qlp,32:29.7,-03:32:41.43,-0.024,0.126,-2.476,0.122,2458470.644,.00102.0,6.58454,0.00012,3.395,0.395,5.989058,0.003415,5500.94,5500.94,,,1274.11,1664,88,602.726,24.072,9839,292.63,3.9048,0.071014,2.92734,0.134073,6,3/21/19 15:42,7/31/19 10:32,Clear centroid shift; Need SG1 to check the low parallax target 37161310.
34077285,880.01,,3,4,3,4,1,3,4,,PC,,9.2563,0.006,,1,qlp,16:39.5,-13:59:14.41,0.962,0.056,23.237,0.056,2458471.135,.00126.0,6.38514,0.00087,2.588,0.22,3.117255,0.001243,2866.98,2866.98,4.70312,0.172315,71.3804,809,34,60.6679,0.11205,4935,122.317,4.52211,0.0881554,0.816999,0.0517714,6,3/21/19 15:42,10/14/19 11:28,Need SG1 to Check 34077287 (R = 2.5 Rsun); Period might be twice
237808867,881.01,,2,4,2,2,3,4,4,,PC,,9.792,0.011,,1,qlp,57:55.2,44:52.9,-4.303,0.368,-1.956,0.296,2458468.865,.00204.0,0.56708,0.0001,1.253,0.251,0.842312,0.002347,775.497,775.497,,,3017.83,2064,29,994.732,317.089,5274,122,,,9.78485,,6,3/21/19 15:42,9/16/19 12:00,2 stars in the same pixel; check 237808865; more likely to be an EB or BEB
92013169,882.01,,3,4,3,3,3,4,4,,PC,,9.73965,0.006,,1,qlp,56:39.7,47:08.1,5.202,0.105,-11.742,0.083,2458468.957,.00334.0,2.35538,0.00095,0.851,0.21,0.880667,0.01107,810.795,810.795,7.26804,0.923562,252.663,1110,10,387.97,9.4935,7069,174.872,3.88311,0.0906679,2.36994,0.109447,6,3/21/19 15:42,9/16/19 12:00,might be synchronized; 2 stars in the same pixel; SG1 need to check 92013174
123846039,883.01,,3,4,3,3,1,4,4,,PC,,9.3722,0.006,,1,qlp,53:28.6,-06:30:28.21,-50.205,0.11,-76.037,0.112,2458476.532,.00113.0,10.04925,0.00192,3.607,0.171,4.177449,0.001507,3840.18,3840.18,7.03875,0.419412,82.5651,839,22,102.637,0.571,5651,126.458,4.42663,0.0742726,1.01477,0.0507312,6,3/21/19 15:42,7/31/19 10:32,
167031605,884.01,,3,4,3,5,3,5,4,,PC,,9.9534,0.032,,1,qlp,15:41.0,49:57.4,1.717,0.106,-2.319,0.097,2458468.697,.00245.0,2.7809,0.00061,1.803,0.258,9.627985,1.576808,8828.5,8828.5,,,9156.7,2725,15,1390.46,132.62,11246,128,,,5.44914,,6,3/21/19 15:42,10/3/19 15:42,Large planet on top of variability
25334160,885.01,,3,4,3,3,1,4,4,,PC,,10.1775,0.014,,1,qlp,33:04.3,-10:52:14.44,-3.944,0.055,-1.974,0.059,2458471.2,.00644.0,2.56876,0.00214,2.767,0.578,0.391501,0.002211,360.521,360.521,17.6099,1.73201,357.805,1211,9,693.394,17.5465,4692,125,,,8.01572,,6,3/21/19 15:42,7/31/19 10:32,Large planet;  might be noise or a blended signal
120269103,886.01,,3,5,5,3,1,4,4,,PC,,8.26522,0.006,,1,qlp,46:46.5,-06:08:41.2,-4.955,0.101,-1.849,0.092,2458477.491,2.80369,6.59755,0.00679,1.668,1.22,0.204049,0.125676,187.918,187.918,,,390.996,1238,19,364.928,7.2985,8844,179.904,3.75951,0.0689843,3.25795,0.109422,6,3/21/19 15:42,7/31/19 10:32,The detected ephemeris is junk; but there might be a single event at 1488
437984134,887.01,,4,5,5,5,5,5,4,,PC,FP,8.16507,0.006,,1,qlp,18:10.9,57:07.4,1.222,0.097,-19.332,0.083,2458472.078,.00092.0,5.77114,0.00059,2.791,0.05,2.099465,0.000325,1931.81,1931.81,10.9488,0.576438,408.749,1252,32,192.612,1.9285,7340,138.161,3.96065,0.0857752,2.23572,0.0773467,6,3/21/19 15:42,9/13/19 12:00,Period is probably 3 times longer (~ 15 or 17 days); do reanalysis with longer period; Only two events visible; the latest is partial and might not be real
438295981,888.01,,3,4,3,3,3,4,4,,PC,,9.52621,0.006,,1,qlp,26:39.8,17:57.8,-2.47,0.077,-14.371,0.065,2458472.158,.00314.0,3.96643,0.00167,2.025,0.28,0.899765,0.002003,828.371,828.371,5.99981,0.331791,376.453,1227,17,263.022,3.008,6822,141.969,4.07568,0.09106,1.84078,0.0780906,6,3/21/19 15:42,9/16/19 12:00,A clear centroid shift; signal comes from a blended star. Check neighbors
284288080,889.01,,3,4,3,3,1,4,4,,PC,,10.8457,0.006,,1,qlp,06:35.9,-53:32:47.16,-3.782,0.056,-3.748,0.05,2458469.91,.00436.0,1.83407,0.00072,2.478,0.584,0.909981,0.003238,837.772,837.772,5.39614,0.723372,2934.98,2050,14,388.477,4.375,6466,129.465,4.10779,0.0874567,1.68046,0.0742915,6,3/21/19 15:42,7/31/19 10:32,blended with something faint; and the matches 284288094 or 284288093 is an EB but with the period 7.3 days
333607525,890.01,,4,5,5,4,5,4,4,,PC,FP,10.936,0.007,,1,qlp,41:27.2,-12:17:06.16,-10,1.9,-0.6,1.9,2458470.999,.00124.0,3.20103,0.00038,3.658,0.268,38.242336,0.020007,34609.4,34609.4,,,1651.01,1775,53,474.565,,6935,,,,1.66806,,6,3/21/19 15:42,10/15/19 12:00,Two stars within the same pixel (333607506); from the dv-reports it seems that TICs 333607515 + 333607481 + 333607471 were probably contaminated by the signal.
33690636,891.01,,5,5,5,5,5,5,5,,PC,FP,11.0427,0.006,,1,qlp,12:29.3,-16:47:31.35,-11.768,0.053,-25.565,0.06,2458468.955,.00672.0,4.99915,0.00244,5.256,0.449,0.743192,0.002005,684.271,684.271,2.28122,0.193112,386.241,1235,10,123.997,0.453,4462,124.895,4.34359,0.101948,0.932128,0.0762964,6,3/21/19 15:42,10/3/19 23:08,Centroid page weirdness; check all neighbors
66561343,892.01,,3,4,3,3,1,4,4,,PC,,10.9739,0.03,,1,qlp,46:57.2,-11:14:07.22,-0.143,0.086,5.967,0.096,2458470.381,.00253.0,5.31165,0.00116,5.363,0.146,3.402377,0.0009,3128.8,3128.8,9.26357,0.629114,828.948,1494,15,340.543,4.827,7723,270.703,4.43426,0.0812964,1.355,0.0438995,6,3/21/19 15:42,7/31/19 10:32,2x period (real period is 10.626)
123958679,893.01,,3,4,3,3,1,4,4,,PC,,11.4847,0.022,,1,qlp,54:42.9,-07:07:52.74,0.518,0.065,-0.644,0.074,2458469.073,.00947.0,5.59071,0.00463,3.824,0.599,3.723962,0.01679,3424.02,3424.02,,,1935.36,1847,9,1241.42,70.575,9856,389.312,4.01315,0.0767353,2.58916,0.150535,6,3/21/19 15:42,7/31/19 10:32,
42755801,894.01,,3,4,3,3,3,4,4,,PC,,9.1672,0.033,,1,qlp,27:10.5,-04:46:48.36,-5.237,0.26,-4.108,0.228,2458470.156,.00457.0,4.34358,0.00247,4.75,0.311,6.534039,,6000,6000,,,53967.5,4246,40,661.74,108.299,9900,580.291,3.67503,0.130629,3.82895,0.559158,6,3/21/19 15:42,9/16/19 12:00,V shaped
250484865,895.01,,1,4,1,3,3,4,4,,PC,,8.7973,0.006,,1,qlp,16:49.4,-02:55:44.9,23.14,0.068,-61.444,0.066,2458468.758,.00645.0,0.76189,0.00043,1.904,0.272,0.16508,0.000685,152.033,152.033,1.54691,0.108507,6156.94,2467,10,96.3043,0.3819,5998,121.663,4.39303,0.0779734,1.10964,0.0511357,6,3/21/19 15:42,10/3/19 16:17,crowded field; might be variability
102283403,896.01,,1,4,1,1,3,4,4,,PC,,9.08959,0.006,,1,qlp,56:37.1,33:06.3,-10.692,0.072,1.799,0.064,2458471.133,.00712.0,3.52985,0.0027,1.907,0.551,0.495394,0.005744,456.171,456.171,3.19919,0.387808,472.263,1298,9,156.139,0.998,6627,128.889,4.3106,0.0898293,1.36534,0.0596985,6,3/21/19 15:42,9/16/19 12:00,marginal signal
229384040,897.01,,1,4,1,1,3,4,4,,PC,,9.11269,0.006,,1,qlp,34:23.5,24:49.0,-13.628,0.066,-67.866,0.058,2458469.295,.01035.0,1.29277,0.00099,2.413,0.549,0.27613,0.001569,254.293,254.293,2.90492,0.231333,3650.96,2165,10,165.943,1.114,6128,132.043,4.08177,0.0807487,1.62182,0.0749623,6,3/21/19 15:42,9/16/19 12:00,
124543547,898.01,,3,5,5,3,1,4,4,,PC,,10.5672,0.009,,1,qlp,57:55.4,-09:55:29.46,4.912,0.109,-21.569,0.111,2458487.5,0,0,0,7.352,0.649,6.534039,,6000,6000,19.7649,2.75132,5400,2388,15,479.081,13.379,5895,175.035,3.60916,0.0835827,2.68624,0.147457,6,3/21/19 15:42,7/31/19 10:32,single-transit
177162886,899.01,,1,4,1,3,1,4,4,,PC,,11.5865,0.006,,1,spoc,57:58.2,-71:31:23.18,-6.952,0.043,0.834,0.045,2458326.483,0,12.84577,0.001867,3.147446,0.118054,9.850448,0.284353,9031.565679,9031.565679,12.540856,3.331306,104.548401,815.547195,33.22983,304.798,2.1015,5591,136.135,4.28416,0.0825045,1.18787,0.0674397,12,7/15/19 19:20,7/31/19 10:32,Large; only two transits
210873792,900.01,,1,4,1,1,2,4,4,,PC,,11.9085,0.006,,1,spoc,23:37.2,-31:22:24.87,-89.072,0.109,-117.306,0.077,2458626.507,.009733.0,4.84405,0.002784,4.626678,0.773396,1.775699,0.233396,1634.142388,1634.142388,2.337732,0.96559,28.355397,588.543657,7.282123,121.037,0.742,4258,124.631,4.59562,0.106127,0.680711,0.0617663,12,7/15/19 19:20,8/16/19 12:00,High priority (2.34 Re)
214361331,901.01,,3,4,3,3,2,4,4,,PC,,9.6877,0.006,,1,spoc,24:15.1,-50:23:09.78,-9.514,0.079,-22.793,0.069,2458625.566,.000788.0,3.230799,0.000149,0.69549,0.111889,2.620803,0.131723,2410.93763,2410.93763,6.218871,1.674476,1235.986204,1512.248475,19.043474,190.467,1.56,6316,135.988,4.24899,0.0851559,1.38436,0.065,12,7/15/19 19:20,8/16/19 12:00,Low priority; possible EB
216935214,902.01,,1,4,1,3,2,4,4,,PC,,8.957,0.006,,1,spoc,17:59.0,-45:53:00.8,3.534,0.076,-5.92,0.055,2458633.24,.001142.0,18.262088,0.001552,1.389734,0.289174,1.776463,0.120231,1634.844667,1634.844667,7.286941,6.62193,281.914975,1045.079397,14.104134,219.439,1.9595,6367,132.82,3.82029,0.0849547,2.29503,0.102688,12,7/15/19 19:20,8/16/19 12:00,Only two transits
238197638,903.01,,1,4,1,3,1,4,4,,PC,,11.7874,0.006,,1,spoc,49:57.4,-72:47:37.43,3.914,0.038,13.088,0.04,2458632.405,.00316.0,14.543071,0.004424,4.641813,0.367584,3.505374,0.224716,3223.362642,3223.362642,7.8606,2.021202,161.226691,908.82232,14.982664,739.231,10.915,6146.6,110.792,3.81751,0.0797506,2.2099,0.103643,12,7/15/19 19:20,7/31/19 10:32,Only two events
261257684,904.01,,1,4,1,1,1,4,4,,PC,,10.846,0.007,,1,spoc,57:29.1,-83:07:47.02,-28.941,0.032,110.858,0.033,2458630.351,.00394.0,18.351895,0.005414,4.56693,0.537049,1.841705,0.185424,1694.835454,1694.835454,2.624716,0.954797,6.900593,413.372276,9.734655,46.0891,0.0349,3751,157,4.70914,0.00912688,0.532439,0.0157936,12,7/15/19 19:20,7/31/19 10:32,High priority; small (2.62 Re); potential secondary or second planet between the two marked transits
261867566,905.01,,3,4,3,3,2,4,4,,PC,,10.5721,0.006,,1,spoc,10:38.1,-71:21:41.87,-25.839,0.033,-41.15,0.051,2458628.351,.00039.0,3.739489,0.000102,2.00623,0.024301,17.791768,0.199901,16253.28993,16253.28993,13.722314,1.786239,362.568812,1112.928748,100.66119,158.649,0.7215,5377,128.245,4.4064,0.0810008,1.00018,0.0521105,12,7/15/19 19:20,8/16/19 12:00,Large planet
298372701,906.01,,3,4,3,3,2,4,4,,PC,,8.5097,0.006,,1,spoc,59:18.1,-49:21:59.99,-28.638,0.106,-38.072,0.084,2458625.899,.001428.0,1.66465,0.000132,1.799871,0.086704,1.317925,0.071265,1213.117202,1213.117202,15.799859,8.874315,9599.451117,2524.534731,21.828514,133.752,1.0755,5954.53,113.037,,,,,12,7/15/19 19:20,8/16/19 12:00,Low priority
305424003,907.01,,3,4,3,3,2,4,4,,PC,,9.9444,0.006,,1,spoc,28:44.0,-62:50:25.38,-1.388,0.041,-37.836,0.056,2458627.058,.002611.0,4.584706,0.000743,5.283058,0.195731,1.963275,0.084914,1806.609532,1806.609532,9.560221,3.595835,2013.436027,1708.457613,19.059502,312.529,4.21,6224,129.59,3.8896,0.0866262,2.05979,0.0922839,12,7/15/19 19:20,8/16/19 12:00,Large planet candidate; low priority
350153977,908.01,,1,4,1,1,1,4,4,,PC,,10.6513,0.006,,1,spoc,32:38.3,-81:15:02.68,5.839,0.04,-0.307,0.044,2458626.546,.004108.0,3.18414,0.000801,2.301113,0.770287,0.912393,0.110066,839.992078,839.992078,3.167285,3.912288,206.537071,966.8726,9.358023,175.748,0.636,5500,128.878,4.37601,0.0841293,1.05236,0.0594975,12,7/15/19 19:20,7/31/19 10:32,High-priority; small (3.17 Re)
364107753,909.01,,1,5,5,1,5,4,4,,PC,FP,7.0514,0.006,,1,spoc,45:27.0,-71:50:22.52,40.743,0.043,53.07,0.058,2458628.087,.002411.0,3.904822,0.000618,4.457798,0.278827,0.30823,0.017284,283.849684,283.849684,2.734598,0.815755,871.545997,1385.773741,14.474022,51.8209,0.0908,6059.06,111.365,4.25751,0.0763773,1.30863,0.0539322,12,7/15/19 19:20,9/12/19 16:45,High priority (2.7 Rp); bright; nearby star
369327947,910.01,,1,4,4,1,1,4,4,,PC,,10.1508,0.007,,1,spoc,20:57.1,-82:33:35.24,342.184,0.072,-1230.22,0.079,2458626.205,.001571.0,2.028957,0.000199,0.699497,0.353027,1.178967,0.131364,1085.279037,1085.279037,0.933214,1.262924,17.943355,524.923074,9.576646,12.4814,0.0065,3312,157,4.93979,0.00554921,0.287497,0.00950598,12,7/15/19 19:20,9/4/19 12:00,Potentially very small planet (0.93 Re); weak signal; parallax is not measured so could be an evolved star
389070884,911.01,,3,4,3,3,1,4,4,,PC,,7.9771,0.006,,1,spoc,29:20.5,-38:38:45.49,-5.439,0.087,-76.767,0.068,2458627.859,.000317.0,8.584258,0.000232,2.080091,0.027721,9.215053,0.11071,8451.461473,8451.461473,21.337208,4.719602,221.029973,983.405295,92.75311,84.7758,0.3915,5963,129.13,4.15451,0.0789598,1.44708,0.0702814,12,7/15/19 19:20,7/31/19 10:32,Low priority; possible beb; crowded field
406941612,912.01,,1,4,1,1,2,4,4,,PC,,10.4904,0.007,,1,spoc,17:18.9,-80:28:24.04,-450.955,0.04,-93.819,0.042,2458628.404,.002186.0,4.6791,0.000684,1.786827,0.141405,2.21646,0.143112,2039.352478,2039.352478,2.221273,0.374596,14.765071,499.95237,14.305264,26.1072,0.01665,3482,157,4.80259,0.00503277,0.426465,0.0127779,12,7/15/19 19:20,8/16/19 12:00,Potentially small planet (2.22 Re)
407126408,913.01,,1,4,1,1,2,4,4,,PC,,9.6181,0.006,,1,spoc,38:17.4,-80:48:12.34,-40.069,0.04,83.388,0.043,2458625.219,.006027.0,11.094122,0.003812,3.309572,0.411444,1.229739,0.107732,1131.990523,1131.990523,2.558498,1.037839,36.093159,625.138107,11.000667,65.1769,0.0991,4969,128.94,4.62222,0.0885404,0.732535,0.0488442,12,7/15/19 19:20,8/16/19 12:00,High priority; small (2.56 Re); potential multiplanet system; will see again
153027658,914.01,,3,4,3,3,2,4,4,,PC,,10.2413,0.006,,1,qlp,14:54.3,-44:57:42.68,-31.351,0.914,-22.988,1.315,2458384.925,.0034.0,2.33751,0.00027,2.284,0.263,0.923268,,850,850,4.14811,0.485783,886.985,1520,26,233.2062,28.1867,5321.1,64,,,,,4,1/18/19 16:50,8/16/19 12:00,v-shaped; likely offset to W
259389219,915.01,,3,4,3,3,2,4,4,,PC,,11.2486,0.006,,1,qlp,35:12.9,-51:23:47.62,-9.856,0.034,-1.993,0.042,2458386.114,.00239.0,2.32485,0.00013,1.514,0.229,1.565924,0.002612,1441.23,1441.23,8.70103,0.680847,331.174,1188,33,506.371,4.8725,5753,127.646,3.82946,0.0779017,2.04513,0.10044,"4,5",2/4/19 20:26,8/16/19 12:00,
348844154,916.01,,5,5,5,5,5,5,5,,PC,FP,11.2532,0.006,,1,qlp,03:49.6,-60:17:50.97,-9.046,0.037,33.673,0.04,2458343.207,.00401.0,29.17362,0.00233,8.075,0.499,6.052282,0.024702,5558.85,5558.85,15.4676,1.2126,167.644,1002,53,427.276,3.7265,5837,130.51,3.95663,0.0775178,1.78366,0.0878894,4,1/18/19 16:50,9/12/19 16:45,slightly off target; hint of an odd-even difference.
207237016,917.01,,3,4,3,3,2,4,4,,PC,,11.2459,0.006,,1,qlp,19:15.9,-59:24:00.39,14.253,0.041,11.78,0.042,2458365.009,.00239.0,26.41014,0,2.746,0.22,15.060972,1.479183,13775.9,13775.9,34.9086,11.1426,193.603,1039,23,704.528,10.789,6070,123.59,3.65168,0.0817869,2.62866,0.119935,4,1/18/19 16:50,8/16/19 12:00,2xP
294869729,918.01,,3,4,3,3,2,4,4,,PC,,11.2716,0.006,,1,qlp,47:11.8,-68:59:08.31,3.379,0.057,7.2,0.055,2458326.518,.00504.0,1.11424,0.0001,2.708,0.469,0.46885,0.001348,431.734,431.734,6.7532,0.495127,2913.27,2046,22,549.872,6.956,5614,126.493,3.49649,0.0776511,2.94177,0.144223,4,1/18/19 16:50,8/16/19 12:00,may be real HJ around giant star.
150167117,919.01,,3,4,3,3,1,4,4,,PC,,11.1835,0.006,,1,qlp,13:39.3,-62:13:11,-12.295,3.049,23.012,2.331,2458344.896,.00947.0,20.0228,0.00207,3.079,0.88,17.658794,0.051352,16132.8,16132.8,21.0649,1.44833,42.8732,712,102,,,5811.09,125,,,1.137,0.29772,"4,8",4/1/19 16:52,7/31/19 10:32,
271722899,920.01,,3,4,3,3,1,4,4,,PC,,11.191,0.006,,1,qlp,7:21:15,-73:27:11.64,1.064,0.043,7.226,0.046,2458335.234,.00239.0,19.2998,0,3.17,0.382,2.026549,0.002794,1864.78,1864.78,,,16.9727,565,29,3540.18,305.4,4366,122,,,31.5208,,4,1/18/19 16:50,7/31/19 10:32,period is double; star is likely a giant
278775625,921.01,,2,4,2,2,1,4,4,,PC,,11.2559,0.006,,1,qlp,38:41.8,-56:13:13.94,0.263,0.04,33.507,0.05,2458328.937,.0041.0,5.1288,0.00025,1.788,0.374,0.669989,0.002171,616.892,616.892,2.61197,0.338967,191.262,1036,10,294.015,2.0195,6055.47,112.482,4.37608,0.0795098,1.14165,0.0505126,"4,6",3/21/19 15:42,7/31/19 10:32,
278199349,922.01,,3,4,3,3,1,4,4,,PC,,11.499,0.006,,1,qlp,23:33.7,-79:30:15.08,0.084,0.029,-4.817,0.033,2458418.219,.00159.0,9.46516,0.00275,3.951,0.391,11.956907,0.089049,10952.3,10952.3,,,83.6782,842,42,1220.48,24.485,4729,122,,,8.35997,,4,1/18/19 16:50,7/31/19 10:32,
301051430,923.01,,3,4,3,3,2,4,4,,PC,,11.0264,0.006,,1,qlp,20:08.7,-45:03:42.66,25.459,0.036,12.055,0.046,2458387.445,.0035.0,3.27294,0.00054,1.489,0.481,1.12646,0.005263,1036.97,1036.97,4.2861,0.418156,388.023,1236,11,302.944,2.087,6049,136.21,4.30004,0.0850533,1.2461,0.060309,4,1/18/19 16:50,8/16/19 12:00,
382068562,924.01,,3,4,3,3,2,4,4,,PC,,11.3593,0.006,,1,qlp,18:37.6,-55:53:18.82,-5,0.032,54.438,0.038,2458330.361,.00029.0,12.12753,0.00003,1.886,0.051,21.976468,0.032828,20037.6,20037.6,15.9498,0.842693,30.8672,656,224,251.24,1.077,5682,128.867,4.44777,0.0758367,0.993827,0.047789,"4,7,8",4/1/19 16:52,8/16/19 12:00,
300599466,925.01,,3,4,3,3,1,4,4,,PC,,11.3377,0.006,,1,qlp,32:11.4,-68:00:44.24,2.81,0.047,0.639,0.052,2458331.856,.00299.0,13.18099,0.0007,3.426,0.627,2.657527,0.108326,2444.68,2444.68,4.68693,4.78161,142.381,962,23,1811.81,85.235,5027.7,74,,,10.0543,,"4,7",3/26/19 13:55,7/31/19 10:32,
176796997,926.01,,3,4,3,3,2,4,4,,PC,,10.5926,0.006,,1,qlp,13:30.9,-32:00:20.05,-4.2,2.5,-12.1,2.5,2458412.286,.00272.0,1.80001,0.00027,0.998,0.19,5.816358,0.98583,5342.74,5342.74,21.0024,8.69224,1444.42,1717,16,216.207,,5621.5,69,,,,,4,1/18/19 16:50,8/16/19 12:00,
261258875,927.01,,3,4,3,3,1,4,4,,PC,,9.2691,0.006,,1,qlp,58:55.4,-79:44:36.15,-2.119,0.179,23.541,0.18,2458327.448,.00471.0,2.58525,0.00007,1.879,0.329,0.28,0.000524,257.856,257.856,4.82878,0.306579,771.565,1468,17,314.616,9.2115,6639,127.474,3.7348,0.0892152,2.65887,0.132123,"4,11",7/9/19 14:50,7/31/19 10:32,
300557619,928.01,,3,4,3,3,1,4,4,,PC,,11.4124,0.006,,1,qlp,30:23.8,-71:35:43.67,-22.505,0.042,37.897,0.045,2458350.322,.00158.0,30.57908,0.00067,6.297,0.332,14.177198,0.055927,12972.8,12972.8,14.1152,0.912472,81.7492,837,75,310.211,2.2835,5980.64,140.73,4.3083,0.0846389,1.21781,0.0652613,"1,4",1/18/19 16:50,7/31/19 10:32,
175532955,929.01,,2,4,2,2,2,4,4,,PC,,11.4337,0.006,,1,qlp,03:37.7,-39:55:50.79,212.275,0.036,43.11,0.039,2458388.443,.00532.0,5.82947,0.00117,2.471,0.506,1.134264,0.004609,1044.15,1044.15,2.4296,0.241442,61.8913,781,11,114.421,0.2935,4451,122.112,4.57163,0.0994895,0.717414,0.0572714,4,1/18/19 16:50,8/16/19 12:00,
100921768,930.01,,3,4,3,3,2,4,4,,PC,,8.1605,0.006,,1,qlp,37:14.1,-44:28:19.22,-5.147,0.178,7.185,0.163,2458386.391,.00824.0,4.90038,0.00157,3.506,0.527,0.221333,0.000948,203.834,203.834,6.08343,0.739038,853.733,1505,9,306.118,8.031,6504,127.262,3.31909,0.0877597,4.1823,0.213457,4,1/18/19 16:50,8/16/19 12:00,may be on 100921770
206474443,931.01,,3,4,3,3,2,4,4,,PC,,11.5458,0.006,,1,qlp,49:20.9,-47:55:05.48,7.2,2.6,-4.5,2.4,2458413.159,.00113.0,3.24512,0.00024,2.774,0.315,7.273782,0.004138,6677.01,6677.01,20.7565,0.980478,672.101,1418,51,,,,,,,,,4,1/18/19 16:50,8/16/19 12:00,
260417932,932.01,,1,4,1,1,1,4,4,,PC,,10.7378,0.006,,1,qlp,23:45.8,-54:34:40.89,-41.018,0.031,34.96,0.038,2458334.451,.00347.0,19.31096,0.00059,3.388,0.171,1.054944,0.001131,971.167,971.167,2.24238,0.165524,9.8972,494,24,85.3837,0.12545,4444,124.009,4.55169,0.0965851,0.734073,0.0597135,"4,8",4/1/19 16:51,7/31/19 10:32,potentially long-period planet
260130483,933.01,,3,4,3,3,1,4,4,,PC,,10.6361,0.006,,1,qlp,09:13.3,-55:24:13.51,27.96,0.036,-47.398,0.04,2458344.939,.00264.0,88.93384,0,8.472,0.672,2.56,0.002735,2355.07,2355.07,9.17578,0.426641,74.936,819,39,300.423,1.821,5546.9,103.936,3.92518,0.076445,1.78672,0.0812036,"4,8,10",6/17/19 19:19,7/31/19 10:32,Period is twice as long (89 days) and planet is ~2x smaller
