class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity,NFluxRegions,PPPeriod,TransitDepth,TransitDuration,TransitEdgeTime,PlanetRadius,StarGap,StarMass
not,34068865,0.34695126566538,0.157167530224525,0.184501263624576,0.0101296325869909,0.333333333333333,0.373926873165356,0,0,0,0,0.156037991858887,0.409537405217612
not,139200489,0.662460397270791,0.0604490500863558,0.0686491723905937,0.00163800782462315,0.333333333333333,0.0548628508095177,0,0,0,0,0.289009497964722,0.201598990157004
not,160329609,0.522416496361415,0.0244263508512213,0.0883214637919088,0.00176682430078541,0,0.31595131751174,0.79895172302069,0.995755837702964,0.0241624318587188,0.232873721219695,0.33853459972863,0.206963534084268
not,272085437,0.514451617088916,0.601889958055761,0.380545069276528,0.166595794763073,0.333333333333333,0.396568342190948,0,0,0,0,0.452666214382632,0.826563453595551
not,279425700,0.430899319860296,0.860843819393042,0.591850699665621,0.72960312727572,0.333333333333333,0.340534024104165,0.198058593753208,0.997878429655753,0.00745743860914048,0.46545777575269,0.808683853459973,1.19513103685181
not,278867391,0.312453368800078,0.590180113496176,0.60121790982982,0.352818423377579,0.666666666666667,0.110096119698979,0.06445338882713,0.997506699118366,0.000312599016380746,0.269234691335466,0.436567164179104,0.996781747582164
not,172622384,0.609130524107655,0.11374290648902,0.103405604800336,0.00369095577978602,0.333333333333333,0.139942566115397,0.260970871895887,0.99635977258213,0.00252212706210227,0.14511198306206,0.215739484396201,0.272046547135826
not,21621578,0.425802056638661,0.17813964964224,0.193586709947126,0.0119977738606382,0.333333333333333,0.134594899066413,0.209039489329171,0.998370002288207,0.996531121901028,0.194182439852494,0.127204884667571,0.43170350437964
not,300810012,0.516852110163169,0.877621514927214,0.593535532433031,0.765014328923037,0.333333333333333,0.339643560427054,0.140746250552564,0.99794908711055,0,0.393361340823592,0.831750339213026,1.20936746130399
not,30403921,0.363945026545993,0.849987663459166,0.581701451083785,0.688359239827563,0.333333333333333,0.392683517533238,0.0426046332734353,0.997948690151481,0.0021188815095393,0.212612328030586,0.793758480325645,1.17788117004071
not,114921859,0.474960262107892,0.239328892178633,0.252010730027113,0.023465800295501,0.333333333333333,0.303872464317787,0.0708264991631564,0.988252589457686,0.410657406356692,0.137280959204227,0.0430800542740841,0.508351421620541
not,149251911,0.470604772872266,0.780656303972366,0.532272022863123,0.491396954836329,0.333333333333333,0.000393702204312143,0.196469317933131,0.997589338281454,0.000766465263335179,0.422397836111823,0.698439620081411,1.08276205168575
not,200729521,0.647895243347282,0.141623488773748,0.144053776641778,0.00660858688075167,0.333333333333333,0.124248632598722,0.362069654317558,0.995323572887277,0.00141396160562629,0.209072560998088,0.177408412483039,0.343327414322759
not,306773646,0.591137639082622,0.50712558598569,0.427394345747235,0.150039197258832,0.333333333333333,0.311182616167364,0.316187695401404,0.997538929376255,0.0187353475135442,0.443873976426247,0.322381275440977,0.805271399370786
