class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity
1,360156606,13.802,3055,0.44128,0.017521017
1,271596225,11.7144,3607,0.473702,0.03923566
0,349965094,8.4804,5852,1.43019,2.16121
1,439456714,11.7315,3668,0.523113,0.051167511
1,139285832,11.5273,5190,0.95852,0.688585304
1,372913430,8.3502,10341,3.39086,135.817531
0,294667668,10.2129,5460,0.829256,0.550607
0,179040880,10.195,3768,0.64478,0.0755025
0,291471120,9.1275,5399,0.877872,0.589943
0,139898417,6.981,5746.1,0.952066,0.890269
1,231728511,11.4966,3474,0.39861,0.023905707
0,326197647,7.8786,5239.09,0.803033,0.437708
0,373985178,13.866,2980,0.164523,0.00192315
0,272233699,8.4422,6663,1.5202,4.10368
0,274012205,10.2172,3654,0.466433,0.034942
1,66818296,11.0261,6548,1.57323,4.700078181
0,9964140,9.24314,3550,0.474625,0.0322336
1,437333618,12.472,5771,1.11852,1.433434212
0,293936312,8.9941,5949.52,1.00181,1.13291
0,399618009,9.68834,3371,0.42784,0.0212957
0,300157969,9.6038,4546,0.679218,0.177513
1,102030574,12.3294,5852,1.64662,3.284656827
1,271596225,11.7144,3607,0.473702,0.03923566
1,1528696,13.1686,4669,0.782888,0.300871277
0,167892002,10.0138,4056,0.642794,0.100746
0,260416268,5.4107,7537,2.2654,14.9203
0,140894185,9.0948,4909,0.781192,0.319288
0,78012819,8.2901,4911.5,0.713807,0.267124
0,382159772,9.7207,5259.5,1.11938,0.863835
0,167343765,10.3507,4762,0.679395,0.213844
0,197907719,8.7082,5919,0.963376,1.02631
0,167123841,10.0853,5626.19,0.977522,0.862591
1,201292545,11.4483,5728,1.6885,3.170298297
0,309703910,11.3295,3646,0.500922,0.0399486
1,306338882,10.3244,5272,4.29292,14.70595245
0,201881092,9.92955,3339,0.335762,0.0126248
0,149218100,8.8821,6792,1.40914,3.80712
0,19193730,7.5928,5417,0.814763,0.514983
0,391039604,10.33,2898,0.130686,0.00108529
0,148337392,9.309,4090,0.669857,0.113123
0,141407201,10.1239,4531,0.734627,0.204929
0,219147916,10.3755,3545,0.474546,0.0320418
0,349275562,9.1315,6006,1.12659,1.48789
0,207241048,11.3134,3504,0.32954,0.0147492
0,140760006,11.5074,3614,0.472638,0.0343324
0,177236338,11.5497,3410,0.4391,0.0234876
1,8988289,13.1186,4245,0.900637,0.272079805
0,279055830,9.263,5936,1.04311,1.2171
1,441462736,7.3566,5083,2.90324,5.812089278
0,272544968,10.8126,3985,0.521387,0.061763
0,349156098,9.7804,5661.22,1.08568,1.09077
0,38708042,10.0209,5256.65,0.765675,0.403293
0,144370079,9.86456,3152,0.189862,0.00320565
0,131799991,12.0156,2934,0.167047,0.001863
1,121338379,9.58094,6542.38,1.32273,3.311093386
1,341420329,10.6348,7645,1.56203,8.609435177
0,364393161,8.7598,6813,1.38442,3.72034
0,237915249,9.9691,4714,0.735272,0.240519
1,127476180,10.2957,6711,1.48129,4.597429704
0,38843695,11.0037,4524,0.650107,0.159498
0,394134589,9.08798,3712,0.510027,0.0444952
1,124709665,9.299501,8924,5.73255,215.2880428
1,267263253,9.2205,6792,1.58737,5.539020924
1,469782185,10.2398,5471,1.24212,1.427841264
1,88863718,9.42344,7070,2.00601,10.38555722
1,299799658,9.478,5232,0.887336,0.609443016
0,7244844,7.2967,5835.31,1.04198,1.13414
0,114308371,10.9796,3251,0.229727,0.00531113
0,271946648,10.5475,3227,0.258143,0.00651045
1,134404603,9.836,5759,1.19285,1.616761446
0,261156988,10.5488,3879,0.621163,0.0787019
0,80677028,9.91688,3763,0.503354,0.0457698
1,149302744,9.8106,6138.6,1.41864,2.951941201
1,224245334,11.5166,6150,1.129,1.883537657
0,55650481,7.8879,8568,1.83851,16.4114
0,286757549,11.706,3334,0.21652,0.00521859
0,294208238,10.736,4315,0.680544,0.144654
1,238086647,8.4633,5883,1.29286,2.068161036
0,234991587,7.7669,4412,0.678507,0.157161
0,160116798,7.8024,5316.53,0.813445,0.476282
0,370113676,10.4452,5214.22,0.782958,0.408253
0,349194688,9.7476,4420.3,0.795544,0.217686
0,141121236,8.4363,5305,0.803497,0.460686
1,59003115,11.3075,5055.91,0.751207,0.380892613
0,31871195,9.9678,4411,0.733669,0.183588
0,302002907,9.2338,5272,0.753351,0.394995
0,140938247,8.3888,8183,1.69842,11.6529
0,118608254,9.51138,3347,0.426606,0.0205765
0,270415707,8.15298,3671,0.448831,0.0329608
0,200781244,7.52,4644.91,0.654682,0.179748
1,264979636,10.1432,5891,1.03195,1.324827584
0,341337808,8.5166,6106,0.98258,1.20909
0,166788138,9.90097,3264,0.473507,0.022927
0,300449121,9.3582,6163,1.05065,1.43477
1,136274063,9.9806,7710,2.28468,19.05259923
0,272002097,10.7406,3834,0.580558,0.0656137
0,358290716,6.6236,5658,0.957464,0.846431
0,126584063,5.9412,5777.32,0.996774,0.997227
0,38515255,10.6156,4203,0.626439,0.110329
0,167415800,6.8596,6203.67,1.88885,4.76087
0,49772010,8.7644,3735,0.563498,0.0556726
0,392011927,9.8629,5688,1.08324,1.10657
1,410450228,10.6845,7296.58,1.6898,8.360533004
0,279741379,6.9934,4628.53,0.705464,0.205786
0,142082642,9.1295,5620.8,1.07616,1.04146
0,388107335,8.7897,5659,1.17182,1.26874
1,348844154,11.2532,5837,1.78366,3.814774576
0,316781121,6.4425,5259.17,0.789815,0.429947
0,277298771,10.4446,3870,0.732556,0.108448
0,271795905,9.8092,5825.04,1.09987,1.25479
0,257659158,8.371,4829,0.762024,0.284486
0,149988104,11.115,3293,0.285416,0.00863015
0,41031598,10.6104,3752,0.501141,0.04484
1,55525572,9.8467,5823.7,2.04354,4.96190249
1,73723286,9.1116,5661,1.47641,2.312450984
0,29832209,7.2639,5717.65,1.12659,1.22206
0,381978657,8.3599,6386,1.53605,3.53527
0,446764926,10.5621,3564,0.338672,0.0166726
0,219144928,8.8562,6693,1.30298,3.06941
1,321011127,11.6704,5906,1.57612,3.122038762
0,166841803,7.9466,5783.25,0.85148,0.730687
0,101101072,7.7688,4968.75,0.714035,0.279977
1,255685030,10.5868,5624,0.915519,0.866167595
0,271642710,10.5332,5569,0.767434,0.510371
0,141096635,9.9727,5652,0.881297,0.714081
0,141805493,9.6183,5712,0.966988,0.896788
1,139285736,11.9969,4781,1.0048,0.544904241
0,350654290,9.9082,5208,0.827133,0.45345
0,328426362,9.75268,3524,0.408581,0.023195
1,16288184,11.0657,6218,1.27146,2.496285389
1,118586896,13.2642,5808,1.29088,1.958682916
1,307610438,8.8098,5808,1.14478,1.540410456
0,36892736,8.7854,4677,0.570179,0.140148
0,307290964,11.7821,3322,0.280377,0.00862538
1,299798795,11.556,3392,0.404403,0.022363412
1,211438925,10.248,5775.7,1.5037,2.599123215
1,123958679,11.4847,9856,2.58916,65.34412058
0,382525982,8.6235,5265.46,0.77006,0.410666
1,204317710,13.7426,5667,1.00957,1.085854622
0,355276484,7.11,5877.64,1.04505,1.1743
0,439410069,6.8598,5432,0.856,0.574753
0,350522060,9.9643,5574.15,1.03286,0.927889
0,259540794,8.437,5121.5,0.861265,0.459787
1,32497972,11.534,3882,0.603739,0.08550796
0,350618622,8.5822,6461.8,1.33031,2.77982
0,124403080,7.2352,5137.84,0.873264,0.478749
0,167415965,8.0089,5346.17,0.798267,0.468988
0,231728497,11.0576,3372,0.420728,0.0206181
1,32499655,13.5452,4840,0.885702,0.444674942
0,382198917,7.3617,8456,1.90232,16.6695
0,219380615,9.3989,5238,0.818304,0.454137
1,140691463,12.0166,5638,1.10646,1.277784698
0,389663914,8.4776,6657,1.48209,3.88648
0,287588319,9.6047,5521,0.811436,0.551156
1,413248763,8.74094,3490,0.360144,0.019876506
0,307715447,9.3268,4130,0.741539,0.144133
0,376985172,12.5952,3353,0.300422,0.0102776
0,141029712,11.5427,3536,0.286564,0.0115661
0,272188493,9.1077,5620,0.877068,0.691364
0,380024477,6.9999,6185.63,1.21939,1.96117
0,207144018,9.0434,4132,0.717066,0.135037
0,273418879,8.10495,3447,0.423349,0.0227959
1,452866790,11.1972,3329,0.354529,0.01594574
1,36352297,13.0501,6355.07,1.29027,2.804971894
0,89148220,8.0822,4581.04,0.699887,0.19436
0,81483251,9.03137,3556,0.510627,0.037562
0,307210830,9.41242,3429,0.31416,0.0122932
0,149420149,10.2821,5175,0.780269,0.393391
0,149348488,10.2231,5313,0.921755,0.609937
0,220478522,9.5535,5692.82,0.995153,0.937096
0,220017951,5.3588,5188.5,0.790498,0.408003
0,229047482,7.1149,4286,0.882965,0.237023
0,358174909,9.6027,5053,0.866865,0.441362
1,154089169,10.2549,5077,0.75865,0.395000403
0,238949177,6.0181,5830.35,1.13326,1.33701
1,35582553,10.0461,6779,2.43259,12.90881361
1,30122649,10.0659,5154,0.833198,0.506011113
0,454012528,10.2167,3156,0.210137,0.00394682
0,220536759,8.6139,5658.97,0.88239,0.719392
0,257719099,8.831,5109,0.778768,0.372267
1,425997655,8.7513,4813,0.691374,0.264957058
0,287353701,8.7431,5820,1.0738,1.19187
1,144956678,9.9071,6017,2.93328,11.64965458
0,177236218,10.5934,4931.47,0.76952,0.31553
1,206686292,12.7602,6273,1.67606,4.493308461
1,360286627,9.718,9917,3.50866,122.9956593
1,9725627,10.9774,6362.5,1.38831,3.262646679
0,167698166,10.167,5326.37,0.945198,0.647837
1,307210830,9.41242,3429,0.31416,0.01409476
0,176521059,5.3691,5735,0.921079,0.826841
0,38698692,7.2953,5737.24,1.08664,1.15259
1,166836920,8.93,6079,1.70927,4.121315612
0,391925508,9.1044,6087.6,1.32701,2.17885
0,52687259,5.4443,6306.14,1.19081,2.02039
0,143980902,7.9192,5043.6,0.643413,0.241344
1,248092710,9.6517,6307,3.48687,19.87233027
0,231074610,9.4785,6216.4,1.03378,1.43782
0,349374765,9.90709,3360,0.280666,0.00904548
0,220422671,9.7906,5772,0.922548,0.851096
0,150100106,13.6256,3049,0.203424,0.00322202
1,69997672,9.11458,6244,2.19683,7.577578414
0,300242735,7.3879,6310.56,1.68486,4.05594
0,197889083,9.239,5551,0.881682,0.664973
0,167485954,8.3262,4662,0.599895,0.153156
0,237915132,11.8847,3327,0.256285,0.00725024
0,144155897,7.9929,5059.35,0.776476,0.355901
0,142082942,12.9487,3272,0.295153,0.00899585
0,150139182,9.51253,3764,0.573582,0.0594955
0,349568905,13.3576,3282,0.233742,0.00571114
0,278992816,9.4814,4954,0.965185,0.505522
0,141157180,10.3172,5865,0.894958,0.853832
1,48476908,10.245,6222,1.42397,3.139118185
1,366989877,8.4362,6096,1.17092,1.955781086
1,271168962,9.47199,5678.5,1.95757,4.115807766
0,167756732,7.7624,4220,0.672458,0.129204
0,279088395,8.1668,5997,1.16108,1.57092
0,350744678,8.2734,6262,1.21587,2.04797
0,334415465,10.0618,3185,0.175016,0.0028398
0,260267208,8.3144,5928.33,0.916143,0.934009
0,375273873,9.0243,5893,0.979307,1.04203
1,104024556,10.3182,7081,1.94225,9.796582453
0,372914091,5.0478,5971.07,1.06131,1.29
0,22870872,8.4812,5700,0.890561,0.754261
0,31870141,7.0015,6270.68,1.27956,2.28074
0,55780996,9.7164,5587,0.988813,0.858297
1,293853437,8.69437,9165,2.38236,41.36477008
0,272322827,7.4209,6154.19,1.05745,1.44509
0,25132720,11.6281,3689,0.475387,0.0377072
1,261258875,9.2691,6639,2.65887,14.18700895
0,31799716,10.0068,6478.3,0.695698,0.768034
0,166972537,7.1797,6595.32,1.41703,3.42292
0,271642286,13.4599,3092,0.189163,0.00294663
1,220016044,10.3987,6300.3,2.5465,10.55402795
1,260130483,10.6361,5546.9,1.78672,3.121765694
0,260351252,9.9947,5165,0.978661,0.614102
0,358106285,9.4465,5029,0.766179,0.338284
1,29781292,8.9387,6315,1.41189,3.274772271
0,100940603,7.9049,5178.64,0.817696,0.433253
1,270380593,10.7307,4936,0.84738,0.440294219
0,231017428,9.60304,3530,0.48837,0.033365
0,128902569,8.17832,3969,0.626646,0.0877938
1,300557619,11.4124,5980.64,1.21781,1.95990796
1,92226327,11.2991,3166,0.215535,0.004821312
1,288391628,8.36544,6259,2.92296,13.54414239
0,198076363,10.6654,4369.1,0.603578,0.1196
0,140687446,9.488,5542.6,0.884105,0.664594
0,220453880,8.7491,6292,1.52393,3.27927
0,117768715,7.4027,5435.58,0.900132,0.637222
0,238870740,7.8018,4630,0.69952,0.20259
1,78055054,12.8461,5142,0.877856,0.556494419
0,149935360,9.6169,4812.79,0.696047,0.234185
1,138361973,9.7604,6084,1.12685,1.797111403
0,382145732,9.6475,6163,1.05325,1.44187
0,260371854,9.8727,4853,0.787771,0.310125
0,407661867,8.2497,8839,1.66188,15.1883
0,152965017,7.7104,6061.42,1.02491,1.27751
0,55522986,10.0428,5630,0.988202,0.883934
0,304217972,8.0989,5208.21,0.785264,0.408771
0,308841571,9.63243,3624,0.47378,0.034882
0,232028066,8.0592,5720.88,1.02471,1.01332
0,231064564,9.0612,4304,0.641048,0.127047
0,262577790,9.0874,5384,0.8838,0.59132
0,150249155,8.0692,6482,1.27519,2.5863
1,47911178,9.79059,6386,1.34556,3.110339197
0,425940518,7.7208,4981.79,0.768527,0.327759
1,280206394,9.271401,6174,1.28844,2.491614555
0,299942685,9.3807,5445.07,0.989602,0.775585
0,238034112,12.9663,3112,0.175749,0.00260999
0,167814656,6.1034,5439.78,0.863682,0.588475
1,327952677,12.141,5864,1.27071,1.972217019
0,299832383,10.0876,5133,0.83456,0.435607
0,177351052,9.9422,5640.59,0.985431,0.885615
0,55450951,8.9718,6482,1.36352,2.957
0,219244444,12.6298,3904,0.193119,0.0078052
0,77156672,10.288,4057,0.446343,0.0486242
0,350820908,12.6082,3285,0.304651,0.00973736
0,348957793,9.8456,5713.12,1.04753,1.05322
0,111267568,8.089,4824.5,0.787594,0.302767
1,76923707,10.4654,4753,0.805573,0.342110986
0,319470216,9.1386,4889.9,1.0087,0.524105
0,425864448,8.1708,5092.02,0.782532,0.370902
0,38459760,11.2965,3458,0.45131,0.0262388
1,363260203,9.0211,9158,1.74161,22.03892142
1,62483237,9.3636,4405,0.700727,0.190970953
0,52121796,7.3303,5371.29,0.993471,0.740149
0,220022156,7.5613,5068.41,0.787074,0.36831
0,238186581,9.208,5803,0.944074,0.910578
0,269076634,9.3707,3664,0.4662,0.0352908
1,233087860,9.9469,4534,0.692384,0.209269564
1,230088370,10.1772,6612,1.57435,4.893503653
0,79054590,8.3397,4680.85,0.709627,0.217798
0,388205695,8.5534,5899,1.13595,1.40774
0,356838394,11.9576,3100,0.209949,0.00366749
1,172464366,11.0913,6027,1.39022,2.634254862
0,220424856,10.281,4927.58,0.741462,0.292016
0,365779699,9.92544,3322,0.25667,0.00722842
0,260355230,10.3965,4765.9,0.870692,0.352374
1,192826603,13.9143,3902,0.567866,0.077219459
1,202563254,8.86193,7947,1.82629,13.74163139
1,67772767,10.9335,6159.5,1.53119,3.485988634
0,220457593,10.6038,4885.02,0.812148,0.3384
0,340637365,7.4281,5339,0.916994,0.615556
0,340007359,10.6797,3920,0.589051,0.073815
0,150359260,5.8123,9781.89,2.25639,41.9964
0,20210161,8.3796,5572.79,0.851267,0.629675
0,257526400,10.2729,3305,0.361647,0.0140589
1,12862099,12.3993,5480,0.963912,0.865531679
0,167813804,9.3283,5316,0.859361,0.531357
0,294093302,10.8507,3205,0.297977,0.00844058
0,277103955,9.2927,4658,0.783445,0.260321
0,364540782,8.1334,6325,1.24047,2.21875
0,73305532,10.0687,3536,0.41845,0.0246621
0,141544861,8.9808,6098,1.06947,1.4249
1,143257766,10.4063,7301,1.64013,7.895359308
0,279615427,10.2961,4250.41,0.408798,0.04914
1,408159788,10.6152,5567,0.84766,0.71287638
1,151825527,11.6739,3659,0.544068,0.054807749
1,52368076,10.1985,5280,0.852266,0.583138851
0,167721744,11.754,3455,0.345851,0.0153555
0,150247721,9.9905,5061.85,0.811341,0.389349
0,66409287,6.2881,4921,0.743047,0.291703
0,219152539,7.768,5185.43,1.0567,0.727346
1,157568289,10.4091,6387,2.42541,10.11216046
0,300443382,9.6781,4972.71,0.80483,0.356841
0,443965212,6.7992,4887.79,0.802485,0.331145
0,55758201,10.2867,3835,0.585301,0.0667598
1,53735810,11.248,7051,1.47741,5.573023669
0,220389296,9.2762,5965,0.978126,1.09126
1,369336146,13.0524,5499,1.59897,2.414912893
0,294779080,8.2727,5955,1.09502,1.35852
0,167722437,8.4216,7492,1.66011,7.82279
1,409459226,10.5816,3435,102.025,1496.945995
0,348998165,9.0808,6263,1.08943,1.6452
0,167571315,10.9982,4062.7,0.579947,0.0825527
1,333607525,10.936,6935,1.66806,6.648063487
1,158588995,11.8764,3411,0.421944,0.024895593
1,20318757,10.2103,4272,0.680275,0.159213525
0,469970578,9.93277,3457,0.383478,0.0189223
0,71094440,5.8202,5981.25,1.02175,1.2038
0,101534291,9.12561,3415,0.496342,0.030187
0,38516712,9.5944,6191,1.16439,1.79446
0,358402782,8.5059,5461,1.04213,0.870211
0,359271092,7.66874,3745,0.525276,0.0488964
1,294780517,11.7345,5107.98,0.934573,0.614199096
1,375225453,10.11,6553,2.89089,15.91877945
0,40601527,11.2469,4122,0.594843,0.0920303
0,332819192,7.5518,4741,0.723151,0.23803
0,47423224,9.78166,3172,0.229703,0.00481239
0,9007748,9.23968,3899,0.535906,0.0597978
0,260658693,12.2908,3391,0.318921,0.0121164
1,117979694,10.5094,5059,0.750197,0.380798583
0,370037727,10.5922,5805,0.742995,0.564774
1,144440290,8.7635,5709,1.07077,1.258109733
0,219418800,7.6077,5472.91,0.859804,0.59754
0,140760164,9.1361,6583,1.30521,2.88239
0,173758971,10.622,3382,0.266892,0.00839576
0,306736346,8.3002,6659,1.31905,3.08215
1,77031414,10.9571,5752,1.07661,1.31062452
0,220458134,9.7311,5713.95,0.95468,0.875298
0,55440009,7.6013,4035,0.733001,0.128315
1,400595342,9.8174,9810,1.60776,24.72887896
0,306470000,10.3882,5427,0.7759,0.470485
0,167344559,8.8974,6322,1.24476,2.22988
0,231267777,4.8233,5855.88,1.04794,1.16343
1,146589986,9.7611,10395,2.33837,65.94933128
0,5362024,8.7097,3588,0.467321,0.0326088
0,270672809,13.0026,3068,0.188032,0.00282215
0,219165313,9.3378,6106,1.03301,1.33637
0,36758481,9.99171,3647,0.403733,0.0259792
0,260636511,8.6514,4977,0.849063,0.398515
0,64070385,7.3437,4877.6,0.690175,0.242906
0,373594903,9.6467,4996,0.79123,0.351391
0,224269420,10.8922,3171,0.207998,0.00394092
0,364265848,8.8298,4856,0.804149,0.323953
1,63898957,9.03971,5890.3,1.28018,2.037875717
0,177308364,9.4088,5780,0.957772,0.922423
1,365781372,10.0267,9502,2.83619,67.73555716
0,350341850,9.4663,5544,1.00142,0.853534
1,319312479,10.0716,7110,2.33082,14.34107923
0,166738041,7.769,5858,0.96591,0.989841
0,238813498,10.2349,3411,0.337647,0.0139042
0,167792845,8.3717,6135,1.01647,1.3187
0,266680951,7.22164,3858,0.61886,0.0764414
0,238896611,8.1708,5607.31,1.00894,0.906652
1,77156829,10.4276,3563,0.33819,0.019040168
0,25132694,9.2048,5175,0.835607,0.45117
0,375033759,9.0849,6906,1.41116,4.08086
0,121286320,10.2944,3380,0.267021,0.00838402
0,200438019,8.833,4674,0.665977,0.190708
1,431999925,14.7095,3401,0.437341,0.026433391
0,425085686,8.3532,6006.3,1.68331,3.32241
0,31636394,11.2717,3337,0.335497,0.0125747
0,201426753,9.20446,3729,0.558549,0.0543484
0,25115881,11.6115,3798,0.472212,0.0418012
1,66413476,12.004,4391,0.904336,0.314050398
0,219166768,10.4384,3760,0.553092,0.0550859
0,150164875,8.3893,6601,1.37069,3.21375
0,219398128,11.2735,3417,0.40943,0.0205889
1,294781547,10.3869,5455.96,1.01825,0.949029054
0,149348420,10.2705,5017,0.930871,0.494595
0,278137090,8.8354,5900,1.00492,1.10247
1,287156968,9.6245,6083,1.15281,1.879631421
0,149631035,8.7438,6886,1.54521,4.83657
0,207238086,12.4637,3160,0.201137,0.00363435
0,374859347,6.2473,4867.44,0.716684,0.259748
0,177167539,9.6355,5930.44,1.09862,1.34505
0,385194991,8.77168,3474,0.474133,0.0294995
0,302962949,9.71812,3181,0.305794,0.00862596
0,30035088,8.7514,6571,1.25982,2.66586
1,127530399,11.1116,4742,0.789877,0.325875038
1,360630575,8.7215,5876,0.983215,1.190447096
1,145982812,10.4708,9981,2.57096,67.75991026
1,189013224,9.59689,5731,0.98926,1.090507087
0,150272064,8.738,6122,1.42883,2.58363
1,277634430,12.0874,3306,0.241857,0.007217963
0,77612635,7.23465,3592,0.510157,0.0390344
1,179985715,11.2738,4047,0.603418,0.100891668
1,1449640,11.921,6411,1.66889,4.860092024
0,177160343,11.1968,3933,0.581491,0.0728914
0,234306483,7.4858,5541.05,0.949903,0.76634
1,261369656,10.5024,6456,2.06848,7.677904383
0,161495840,10.5614,3508,0.426668,0.0248378
0,11518255,8.2656,4212,0.694961,0.136952
0,306470809,8.3678,6880,1.66565,5.60038
0,293689266,9.06092,3842,0.629474,0.0777821
0,386563186,7.8735,5200,0.71707,0.338712
0,33834447,9.0572,5828.8,1.28203,1.70926
1,160268701,8.63287,6379,2.24055,8.586291906
1,322307342,11.7806,5704.8,2.00441,4.395626425
1,112395568,8.8849,5577,3.48732,12.15268215
1,117979897,12.0682,6030,1.35143,2.494263433
1,134537478,10.3887,5875,1.50815,2.799023347
1,207277638,10.1094,7875,2.05942,16.84915255
1,19451711,7.3645,7381,1.86219,10.63150535
0,350583992,10.5651,4827,0.734438,0.263824
1,233964642,9.5498,6185,1.56516,3.703072857
0,77156829,10.4276,3563,0.33819,0.0166066
1,82128636,8.8252,7141,2.33511,14.64659861
1,323132914,9.4091,5667,0.943356,0.948091041
1,161477033,10.0614,5286,0.879477,0.623797411
0,150105613,10.1079,4977.82,0.67114,0.24916
1,108645766,13.2312,3301,0.309992,0.01178607
0,181202771,11.055,3253,0.244998,0.00605558
1,423275733,12.3368,5980,1.70948,3.860279447
0,309617509,8.6988,6799,1.49781,4.31906
0,262922700,8.6271,5066.14,0.732093,0.31808
0,260001578,8.864,5058,0.808836,0.385772
0,229142295,11.1831,3131,0.266614,0.0061545
0,287870438,7.0096,5842.1,1.0097,1.06994
1,52640302,12.0506,5652,1.09539,1.26482988
0,92566472,8.0848,4263,0.662662,0.130659
0,149303310,9.9998,5110,0.75144,0.34687
0,349523641,11.2013,3595,0.504628,0.0383207
1,31553893,9.3781,5846,3.44756,14.33985866
0,279091106,10.0532,4833.1,0.698364,0.239751
1,268371979,10.5153,6307,60.5165,5985.837038
0,300601006,9.9498,5652.08,1.03734,0.989401
1,147660201,11.1557,5180,1.04099,0.80593147
0,300378596,9.5584,5009.74,0.775931,0.341666
0,285972083,9.58888,3365,0.371919,0.0159783
1,206352378,13.2316,4696,0.775888,0.302410164
0,350954963,8.6903,5706.83,0.95862,0.878147
0,266815603,9.02181,3509,0.589337,0.0474412
0,262039241,7.05532,3565,0.601659,0.0526785
0,277716959,8.3025,4232,0.706455,0.144227
1,47484268,12.4253,3339,0.388469,0.019376011
0,31927068,9.3523,5689,1.04808,1.03664
0,141425349,10.5325,4829,0.777331,0.29603
0,287350462,12.2466,3196,0.22586,0.00479513
1,459942762,8.2482,6071.74,0.971249,1.324340908
0,150322340,5.9398,5913,1.04916,1.2123
0,261397043,8.8625,5870,1.08958,1.26989
0,88533834,7.9032,4281,0.648253,0.127164
1,152476657,10.5831,6572,1.68443,5.467415941
1,279999655,10.649,7491.19,2.45616,19.62467703
1,25799609,10.6412,5814.9,1.06616,1.342454984
0,77957301,9.05154,3269,0.409759,0.0172747
0,37743302,8.382,4947,0.768727,0.318865
0,123849672,10.7621,3326,0.257547,0.00731302
0,31704987,12.911,3108,0.193961,0.00316262
0,25132265,9.0391,5774,1.28517,1.65396
0,130645536,4.9862,5808.38,1.20529,1.48969
0,279317755,7.1295,5933.19,1.56683,2.74088
0,149269178,9.2582,5811,0.880539,0.796518
1,66356824,12.4245,5671,1.33818,1.91317025
1,2758565,12.3611,5807,1.17009,1.608169421
0,150188736,10.4883,3720,0.536042,0.0495752
0,339891905,9.259,5489.58,0.896785,0.658004
0,38634757,9.3266,5822,1.03224,1.10293
0,40897656,9.4126,6401,0.956863,1.3848
0,349152048,9.1309,6413,1.3677,2.85051
0,150105372,8.8857,6067,1.30788,2.08797
0,33937232,10.9272,3209,0.224818,0.00482876
0,140635285,9.4901,6338,1.1576,1.94816
0,350858713,6.9632,6486.83,1.34903,2.90313
0,200742486,8.4303,5542,0.901749,0.691086
0,301057445,7.6969,5832.37,0.889266,0.824401
0,55500860,9.3386,5302.38,0.812171,0.469757
1,437248515,11.4553,6217,1.26867,2.483743653
1,277683130,9.5739,5722,1.11119,1.367269175
1,198077394,10.7074,5868.2,2.76442,9.360814545
0,31943231,9.1106,5654,0.973964,0.873381
0,358290735,10.6764,3421,0.423618,0.022144
0,318566416,6.1629,6195.68,1.10463,1.61989
1,295599256,9.941,8152,1.96177,17.55653562
1,403693875,13.3675,4016,0.648244,0.112911399
0,270577175,3.6957,8038.68,1.54416,8.97055
0,290716988,7.0189,5113,0.872396,0.468625
0,301927363,8.9294,6128,1.07698,1.47363
0,290405947,7.9669,5419.11,0.808466,0.507844
0,152970468,9.78832,3751,0.485889,0.0421073
1,40083958,10.9994,5485,0.774225,0.56043709
1,54962195,11.7602,3664,0.512361,0.048871982
0,349190908,6.7234,6454.82,1.58261,3.91724
1,48103627,12.4399,6007,1.28306,2.214167235
0,178805087,9.81041,3432,0.36937,0.0170532
1,231912935,10.5011,5707,0.96445,1.019241
0,294205275,8.0613,7429,1.80516,8.94226
0,176954188,9.889,5726.58,1.03601,1.03994
0,339859805,8.1643,6670.39,1.35623,3.28071
0,55745413,8.9469,6655,1.35299,3.23503
0,170785407,8.8616,4091.4,0.512778,0.0663805
1,254113311,10.1429,4236,0.741921,0.183073335
0,161439851,8.90367,3769,0.548588,0.0547132
0,408416746,9.75311,3479,0.395397,0.0206338
1,178819686,9.5275,5521,0.906761,0.789119207
1,261136679,5.1054,5992.1,1.14889,1.757757943
0,92235664,8.9713,3562,0.527268,0.0403212
0,370136985,9.5222,4523,0.826346,0.257469
1,149301575,10.3046,5804.3,1.24639,1.821349442
0,55603841,9.032,6426,1.23692,2.35039
0,306668068,7.1647,6182.09,1.25344,2.06749
1,47316976,8.97174,6530,2.02087,7.67035455
0,79020913,10.7036,3273,0.279322,0.00806657
0,342888854,12.3359,2879,0.155236,0.00149158
0,350091456,9.1332,5725,0.973369,0.916963
1,281408474,9.65646,6174,1.38398,2.874829476
0,260608940,9.1502,6068,1.17762,1.6939
0,98796344,8.84294,3384,0.275953,0.00899677
1,146261607,10.1749,9373,4.17963,139.2759418
0,348895887,9.5783,5569,0.858564,0.638776
0,238870817,7.3162,5940.37,1.14578,1.47284
0,141867607,9.3336,5570,0.793563,0.546108
1,281575427,9.4525,6222.5,1.45382,3.273157169
0,260852224,7.9621,4662.04,0.774108,0.255036
1,373844472,11.0611,5659,0.818416,0.709566263
0,220480048,10.2717,5556,0.769946,0.508937
0,166969346,9.6117,5594.75,1.12481,1.1168
0,141530700,8.9884,4946,0.73372,0.290249
0,358289247,8.764,5155,0.820082,0.427882
1,237185205,9.7831,6800,2.20829,10.77044935
1,73038411,10.339,6368,1.52149,3.932207107
0,150164523,11.0154,3964,0.544324,0.0659089
0,419012256,6.4221,4081.06,0.634221,0.100523
0,158595208,8.3634,4836.32,0.842031,0.34947
0,25077712,12.3512,3387,0.282426,0.00945725
1,317060587,9.0197,5958.2,1.45977,2.774055446
0,192834450,7.4656,6230.23,1.04143,1.47222
0,410488062,9.3574,5885,1.28725,1.79062
1,325680697,9.15779,5773.74,1.23047,1.738028573
